loan_id,account_id,loan_date,amount,duration,payments,status,district_id,frequency,account_date,index,region_0,region_1,region_2,region_3,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant_rate,no. of enterpreneurs per 1000 inhabitants,trans_date,last_balance,credits_mean,withdrawal_mean
6013,4995,1996-02-03,128988,36,3583,1,20,4,1994-08-01,19,0,0,1,1,70646,94,14,3,1,4,58.4,8547,3.64,120,1996-01-31,9710.2,8997.414285714287,6494.2361702127655
5750,3804,1996-02-08,63252,12,5271,0,7,1,1994-04-07,6,0,0,1,0,94725,38,28,1,3,6,63.4,9920,2.87,130,1996-02-07,49709.2,16674.810416666667,6471.394827586204
6027,5066,1996-02-10,61656,24,2569,1,13,4,1995-08-27,12,0,0,1,0,53921,61,22,1,1,2,41.3,8598,3.26,123,1996-02-02,59695.5,13988.388888888889,22066.666666666668
6303,6400,1996-02-12,72408,24,3017,1,31,12,1995-10-09,30,0,1,0,0,51313,34,12,3,1,4,59.2,8930,4.2,108,1996-02-06,36363.9,12129.322222222221,18200.0
7213,10884,1996-02-13,113544,36,3154,0,65,1,1995-02-20,64,0,1,1,1,114200,101,41,4,1,4,43.7,8403,5.72,105,1996-02-10,13386.8,9068.926923076924,4942.337777777779
6659,8092,1996-02-20,56100,60,935,0,54,1,1995-01-11,53,0,1,1,1,387570,0,0,0,1,1,100.0,9897,1.96,140,1996-02-12,15407.2,4958.146428571429,3085.5200000000004
6175,5735,1996-02-21,290700,60,4845,1,52,1,1995-01-25,51,0,1,1,0,139012,59,41,8,3,10,61.9,8363,3.49,108,1996-02-19,11574.8,17131.333333333332,12205.881034482756
5610,3112,1996-02-24,123216,48,2567,0,38,1,1994-08-12,37,0,1,0,1,85852,41,23,4,2,4,59.8,8965,8.23,104,1996-02-22,77580.8,16989.97708333333,9224.224999999997
5563,2912,1996-02-29,380160,60,6336,0,74,1,1994-07-30,73,1,0,0,0,323870,0,0,0,1,1,100.0,10673,5.44,100,1996-02-21,24549.6,18684.478723404252,13768.077419354833
5989,4852,1996-03-04,213300,36,5925,0,47,1,1995-04-13,46,0,1,1,0,162580,83,26,5,1,6,72.8,9538,1.81,111,1996-02-29,27326.7,4581.6407407407405,3011.8
6698,8327,1996-03-10,247728,48,5161,0,1,4,1995-08-08,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-03-09,52551.7,14307.730434782608,10241.703703703704
5312,1772,1996-03-13,202788,36,5633,0,31,4,1995-02-20,30,0,1,0,0,51313,34,12,3,1,4,59.2,8930,4.2,108,1996-03-12,81623.6,26091.91153846154,11259.735849056604
7189,10728,1996-03-21,154656,48,3222,0,71,1,1994-12-23,70,1,0,0,0,161227,5,35,11,4,10,69.7,8678,5.57,102,1996-03-17,37180.5,9834.021875000002,4868.561403508772
6816,9017,1996-03-26,100224,48,2088,1,70,1,1995-11-22,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-03-21,31387.1,4005.806666666667,9566.666666666666
6137,5574,1996-04-10,44628,12,3719,0,13,4,1994-07-14,12,0,0,1,0,53921,61,22,1,1,2,41.3,8598,3.26,123,1996-04-08,80439.7,25106.97209302325,9700.582524271844
5128,808,1996-04-11,215616,48,4492,1,69,1,1995-06-13,68,1,0,0,0,42821,4,13,5,1,3,48.4,8173,7.01,124,1996-04-08,8640.6,5505.576666666669,5049.245161290322
5470,2456,1996-04-15,200976,48,4187,0,65,1,1995-09-09,64,0,1,1,1,114200,101,41,4,1,4,43.7,8403,5.72,105,1996-04-14,47431.4,12752.429411764706,9408.87777777778
5593,3037,1996-04-18,277884,36,7719,1,44,1,1994-05-26,43,0,1,1,0,105606,77,26,7,2,7,53.0,8254,3.76,97,1996-04-15,11614.0,13759.673913043482,8751.140845070418
5350,1967,1996-04-21,249312,48,5194,0,26,4,1995-02-13,25,0,1,0,0,170449,0,0,0,1,1,100.0,10787,3.09,131,1996-04-18,55426.5,10919.69,9072.133333333333
6063,5213,1996-04-25,320976,48,6687,1,1,1,1995-08-18,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-04-17,46462.2,17416.526086956525,13115.47407407407
6501,7418,1996-04-29,30276,12,2523,1,21,1,1995-04-07,20,0,0,1,1,103347,87,16,7,1,7,67.0,9104,2.07,123,1996-04-11,24930.3,4202.679310344828,6436.0235294117665
5452,2352,1996-04-29,49440,60,824,0,70,1,1995-01-21,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-04-15,45021.6,10568.796774193546,3577.3544303797466
4961,19,1996-04-29,30276,12,2523,1,21,1,1995-04-07,20,0,0,1,1,103347,87,16,7,1,7,67.0,9104,2.07,123,1996-04-10,15854.0,5264.765217391303,6656.611764705884
4973,67,1996-05-02,165960,24,6915,0,16,1,1994-10-19,15,0,0,1,1,93931,74,21,10,1,8,56.9,8427,1.54,107,1996-04-30,23689.2,21979.508108108108,8972.18636363636
6190,5794,1996-05-06,123600,60,2060,0,70,1,1995-07-14,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-04-30,15520.2,11561.24,7438.593103448277
6715,8411,1996-05-06,220620,60,3677,0,20,1,1994-12-02,19,0,0,1,1,70646,94,14,3,1,4,58.4,8547,3.64,120,1996-04-30,26332.6,7748.148148148148,5296.902702702701
5892,4462,1996-05-14,66480,24,2770,1,73,4,1995-12-27,72,1,0,0,0,182027,17,49,12,2,7,56.4,8746,3.74,90,1996-04-30,34891.2,12213.028571428571,16866.666666666668
6550,7614,1996-05-18,320592,48,6679,0,62,1,1995-02-08,61,0,1,1,1,145688,22,41,13,2,5,40.7,8544,1.86,109,1996-05-08,69148.6,21503.089999999993,9930.06896551724
5706,3608,1996-05-24,161496,36,4486,0,72,4,1994-08-30,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1996-05-21,29371.5,8837.951923076924,5515.410256410257
5148,940,1996-05-29,284280,60,4738,0,37,1,1994-11-15,36,0,1,0,1,114006,71,26,6,2,9,62.3,9065,5.39,123,1996-05-12,94617.3,20623.950000000004,11169.73793103448
6734,8547,1996-05-30,173016,36,4806,0,14,4,1995-07-17,13,0,0,1,1,177686,69,27,10,1,9,74.8,10045,1.71,135,1996-05-26,113931.6,14459.529787234043,12580.127659574468
6109,5422,1996-06-03,368880,60,6148,0,66,1,1994-10-22,65,0,1,1,1,125832,151,41,2,3,5,48.3,8512,4.12,102,1996-05-31,105712.4,19070.65344827586,8067.622580645159
6961,9645,1996-06-06,176148,36,4893,0,38,1,1996-01-23,37,0,1,0,1,85852,41,23,4,2,4,59.8,8965,8.23,104,1996-05-31,53592.6,15688.077777777777,21900.0
6810,9006,1996-06-08,186384,48,3883,0,40,4,1994-09-02,39,0,1,0,1,128118,9,16,6,3,8,85.3,9317,7.07,97,1996-05-31,21003.8,13975.695121951228,10416.694444444445
5494,2572,1996-06-13,360000,48,7500,0,64,12,1994-11-13,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-06-09,64765.2,18340.45789473684,12413.172151898736
5311,1766,1996-06-15,30060,60,501,0,28,1,1994-09-03,27,0,1,0,0,72541,66,26,10,0,8,36.9,8594,2.01,112,1996-06-13,48523.3,10581.039999999999,3032.788652482269
5445,2322,1996-06-29,46320,24,1930,0,33,1,1995-01-02,32,0,1,0,1,133777,24,17,7,3,11,84.7,8705,7.61,116,1996-06-25,23552.7,15197.843750000005,5430.335384615382
5301,1698,1996-07-06,141948,36,3943,0,68,1,1996-03-14,67,1,0,0,0,228848,15,40,18,2,6,57.2,9893,4.72,96,1996-06-30,47239.7,9777.114285714286,7066.666666666667
7034,10001,1996-07-11,19044,36,529,0,24,1,1995-05-28,23,0,1,0,0,122603,25,21,6,2,8,80.0,8991,2.01,128,1996-07-06,50167.6,8717.206896551725,5065.785000000002
6751,8680,1996-07-14,85716,36,2381,0,17,1,1996-02-12,16,0,0,1,1,74062,99,15,4,2,7,61.4,8114,2.62,119,1996-07-11,52416.9,5781.133333333332,12550.0
6667,8127,1996-07-15,155880,24,6495,0,37,1,1994-10-13,36,0,1,0,1,114006,71,26,6,2,9,62.3,9065,5.39,123,1996-07-07,44564.6,17472.988235294117,9302.830769230766
6130,5541,1996-07-18,32640,48,680,0,43,1,1995-03-24,42,0,1,1,0,161854,73,21,6,1,6,76.3,9425,2.5,125,1996-07-17,18800.0,4044.684615384616,2043.2735294117651
5429,2268,1996-07-18,20196,36,561,0,1,1,1995-02-11,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-07-13,65684.6,12967.817647058824,6051.954838709677
5725,3679,1996-07-23,444864,48,9268,0,64,1,1995-08-15,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-07-19,41743.9,8397.544444444446,4999.71891891892
6019,5033,1996-07-25,11400,12,950,0,54,1,1995-08-03,53,0,1,1,1,387570,0,0,0,1,1,100.0,9897,1.96,140,1996-07-18,27820.2,3711.3310344827587,1662.6708333333333
6421,6985,1996-07-25,96768,36,2688,0,38,1,1995-07-27,37,0,1,0,1,85852,41,23,4,2,4,59.8,8965,8.23,104,1996-07-21,37396.4,16277.060714285717,11009.505263157893
6992,9790,1996-07-27,133968,48,2791,0,52,1,1995-11-09,51,0,1,1,0,139012,59,41,8,3,10,61.9,8363,3.49,108,1996-07-14,34729.5,17825.64347826087,6701.074999999999
5136,846,1996-07-28,187104,24,7796,0,72,1,1996-03-09,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1996-07-21,86877.7,18044.1875,22425.466666666667
5337,1886,1996-07-31,162468,36,4513,0,32,1,1996-03-05,31,0,1,0,1,105058,32,19,7,2,10,81.0,9272,3.22,118,1996-07-16,74638.8,15043.88,15160.0
5495,2580,1996-08-02,89340,60,1489,0,60,1,1995-11-09,59,0,1,1,1,110643,49,41,4,1,4,51.9,8441,4.48,115,1996-07-31,41537.2,6166.780000000001,3408.875
7013,9928,1996-08-02,89340,60,1489,0,60,1,1995-11-09,59,0,1,1,1,110643,49,41,4,1,4,51.9,8441,4.48,115,1996-07-31,42242.2,6167.025000000001,3379.7083333333335
6012,4994,1996-08-03,258444,36,7179,0,1,4,1996-01-11,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-07-31,53892.1,8032.675,10625.0
6471,7184,1996-08-04,155640,24,6485,0,5,1,1995-06-19,4,0,0,1,0,95616,65,30,4,1,6,51.4,9307,4.43,118,1996-07-31,40509.2,12015.777777777777,3640.146153846154
6296,6358,1996-08-06,270384,48,5633,0,3,1,1995-05-27,2,0,0,1,0,75232,55,26,4,1,5,41.7,8980,2.21,111,1996-08-05,57835.1,17764.690625,9284.272727272724
7305,11359,1996-08-06,54024,12,4502,0,61,1,1994-10-01,60,0,1,1,1,117897,139,28,5,1,6,53.8,8814,5.74,107,1996-07-31,25682.6,14509.60888888889,6149.507843137252
6144,5593,1996-08-09,44376,12,3698,0,15,1,1996-02-27,14,0,0,1,1,58796,22,16,7,1,5,51.9,9045,3.6,124,1996-08-08,68241.5,18505.68333333333,12612.41904761905
6283,6289,1996-08-11,85632,48,1784,0,64,1,1995-04-05,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-08-10,117238.7,18351.10263157895,12710.702127659571
7246,11054,1996-08-20,148920,60,2482,0,59,4,1996-02-01,58,0,1,1,1,108871,41,29,7,2,6,62.1,8444,3.47,106,1996-08-18,15278.6,8064.787499999999,7583.866666666667
5088,544,1996-08-22,91152,24,3798,0,32,1,1995-05-15,31,0,1,0,1,105058,32,19,7,2,10,81.0,9272,3.22,118,1996-08-19,39378.8,12375.087096774194,7483.673913043478
5988,4851,1996-08-22,141648,24,5902,0,52,1,1996-02-04,51,0,1,1,0,139012,59,41,8,3,10,61.9,8363,3.49,108,1996-08-18,123310.1,13177.707692307693,16520.0
5282,1583,1996-08-24,388512,48,8094,1,69,12,1994-11-17,68,1,0,0,0,42821,4,13,5,1,3,48.4,8173,7.01,124,1996-08-08,38697.3,8490.999999999998,6360.860606060606
5938,4650,1996-08-25,402000,60,6700,0,4,1,1995-10-15,3,0,0,1,0,149893,63,29,6,2,6,67.4,9753,5.05,109,1996-08-14,17232.1,3118.0344827586205,2927.64
5606,3084,1996-08-28,253512,36,7042,1,59,4,1996-01-28,58,0,1,1,1,108871,41,29,7,2,6,62.1,8444,3.47,106,1996-08-25,13318.4,12261.32142857143,10556.0
5385,2143,1996-09-09,71460,36,1985,0,1,1,1996-01-13,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-08-31,49663.5,11367.793749999999,8815.720000000001
6865,9199,1996-09-11,29448,12,2454,1,72,1,1996-05-15,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1996-09-06,43790.6,7487.844444444445,11800.0
5586,2994,1996-09-14,48744,36,1354,0,77,1,1996-05-03,76,1,0,0,0,148545,8,35,12,3,4,53.5,8909,5.56,113,1996-09-12,62891.3,10108.3,16100.0
6302,6397,1996-09-16,181020,60,3017,0,48,1,1995-03-15,47,0,1,1,0,78955,50,24,8,1,9,59.0,9060,2.44,124,1996-09-06,42526.0,9716.021621621625,5660.121428571429
7194,10762,1996-09-17,68832,36,1912,0,1,1,1995-10-23,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-09-12,51540.7,9718.266666666668,6265.434482758622
6461,7136,1996-09-19,74124,36,2059,0,12,4,1995-04-09,11,0,0,1,0,107870,84,29,6,1,6,58.0,8754,4.31,137,1996-09-10,25658.0,14442.828205128204,6477.253012048192
6732,8533,1996-09-19,174048,48,3626,0,47,1,1995-10-10,46,0,1,1,0,162580,83,26,5,1,6,72.8,9538,1.81,111,1996-09-13,54140.4,12971.792105263157,14154.438709677419
6613,7926,1996-09-22,84120,24,3505,0,69,4,1996-06-09,68,1,0,0,0,42821,4,13,5,1,3,48.4,8173,7.01,124,1996-09-20,63952.9,14356.908333333335,15475.714285714286
7036,10019,1996-09-25,194940,36,5415,0,8,1,1995-06-15,7,0,0,1,0,112065,95,19,7,1,8,69.4,11277,1.44,127,1996-09-14,34212.3,15618.807894736841,10552.871698113202
5897,4476,1996-09-25,15192,24,633,0,24,1,1994-11-10,23,0,1,0,0,122603,25,21,6,2,8,80.0,8991,2.01,128,1996-09-19,17351.9,7555.3234042553195,2768.427868852459
6995,9814,1996-09-26,96168,12,8014,0,64,4,1995-01-19,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-09-25,3609.3,7330.079761904763,9417.184615384615
5415,2236,1996-09-26,139464,36,3874,1,73,1,1995-08-27,72,1,0,0,0,182027,17,49,12,2,7,56.4,8746,3.74,90,1996-09-20,65062.8,7729.642105263159,8766.666666666666
7136,10436,1996-09-28,54396,36,1511,0,60,1,1996-03-21,59,0,1,1,1,110643,49,41,4,1,4,51.9,8441,4.48,115,1996-09-18,36208.8,4458.814285714286,2912.733333333333
7271,11186,1996-10-02,392460,60,6541,0,12,1,1994-11-24,11,0,0,1,0,107870,84,29,6,1,6,58.0,8754,4.31,137,1996-09-30,53245.1,20602.673913043476,9221.420618556696
5375,2106,1996-10-03,101520,12,8460,0,1,1,1996-02-01,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-09-30,16735.4,6132.844444444445,4683.52
5635,3230,1996-10-04,77184,36,2144,0,1,1,1995-03-11,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-10-01,22446.0,15884.20555555556,13399.64390243902
6817,9024,1996-10-04,70656,48,1472,0,1,1,1996-01-05,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-10-01,22476.1,5128.586206896552,5260.541666666668
5923,4585,1996-10-10,64656,48,1347,0,27,1,1996-06-08,26,0,1,0,0,67298,71,19,10,0,7,43.8,8561,1.29,110,1996-10-07,44749.0,6738.766666666666,5300.0
5329,1862,1996-10-16,396120,60,6602,0,19,4,1995-04-15,18,0,0,1,1,51428,50,11,3,1,4,52.7,8402,3.98,120,1996-10-08,88610.1,21574.03611111111,11661.949152542373
6644,8039,1996-10-20,93600,24,3900,0,9,1,1995-12-17,8,0,0,1,0,81344,61,23,4,2,6,55.3,8899,3.97,149,1996-10-14,26235.8,10912.823809523808,5968.629411764707
6354,6688,1996-10-23,22968,36,638,0,16,1,1996-06-25,15,0,0,1,1,93931,74,21,10,1,8,56.9,8427,1.54,107,1996-10-12,38831.0,4243.1,3600.0
5082,501,1996-10-24,262980,60,4383,0,13,1,1995-10-21,12,0,0,1,0,53921,61,22,1,1,2,41.3,8598,3.26,123,1996-10-16,76081.3,10113.641666666668,5207.687500000001
6585,7795,1996-10-29,372120,60,6202,0,64,1,1995-01-05,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-10-26,46580.5,18717.61408450704,12696.732673267326
6921,9422,1996-10-29,86184,12,7182,0,70,1,1996-03-06,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-10-28,43157.5,23035.90625,12516.030769230769
5366,2062,1996-10-29,86184,12,7182,0,70,1,1996-03-06,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-10-28,39660.8,23036.112499999996,12650.646153846154
5886,4447,1996-10-31,192744,36,5354,0,62,1,1996-06-16,61,0,1,1,1,145688,22,41,13,2,5,40.7,8544,1.86,109,1996-10-15,36199.1,16504.253846153846,14365.861538461539
5741,3754,1996-11-03,68544,24,2856,0,37,4,1996-02-19,36,0,1,0,1,114006,71,26,6,2,9,62.3,9065,5.39,123,1996-10-31,23759.8,14909.75882352941,6209.081081081081
4996,132,1996-11-06,88440,12,7370,0,40,12,1996-05-11,39,0,1,0,1,128118,9,16,6,3,8,85.3,9317,7.07,97,1996-10-31,78907.6,16852.55,12715.533333333333
6015,5001,1996-11-09,110112,24,4588,0,53,1,1995-12-15,52,0,1,1,1,107911,88,33,6,2,7,50.9,8240,3.56,99,1996-11-02,106858.1,20541.959459459464,14515.426666666666
6309,6434,1996-11-11,110136,24,4589,0,1,1,1995-05-08,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-11-08,40746.5,13368.282758620688,10203.929411764706
6073,5263,1996-11-12,276300,60,4605,0,64,1,1995-07-14,63,0,1,1,1,197099,29,41,10,2,10,74.7,9624,2.31,145,1996-11-11,27578.1,3480.195555555556,2745.331914893618
6006,4948,1996-11-15,359760,60,5996,0,43,1,1995-07-29,42,0,1,1,0,161854,73,21,6,1,6,76.3,9425,2.5,125,1996-11-10,39959.4,8558.236,7565.060869565218
5611,3115,1996-11-15,321180,60,5353,0,14,1,1996-03-27,13,0,0,1,1,177686,69,27,10,1,9,74.8,10045,1.71,135,1996-11-08,51906.5,16276.9,11405.89523809524
6944,9548,1996-11-15,46176,48,962,0,62,1,1996-06-07,61,0,1,1,1,145688,22,41,13,2,5,40.7,8544,1.86,109,1996-11-12,38725.1,8385.281818181818,8918.833333333334
7101,10297,1996-11-18,421008,48,8771,0,14,1,1996-01-19,13,0,0,1,1,177686,69,27,10,1,9,74.8,10045,1.71,135,1996-11-14,31168.0,10392.413636363637,7052.321428571429
6599,7859,1996-11-19,72120,12,6010,0,52,1,1995-03-14,51,0,1,1,0,139012,59,41,8,3,10,61.9,8363,3.49,108,1996-11-15,98631.7,19563.422500000008,11030.72580645161
6940,9510,1996-11-22,228276,36,6341,0,1,1,1996-06-09,0,0,0,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,1996-11-10,53707.9,7594.046153846154,6430.657142857142
5209,1250,1996-11-25,182640,48,3805,0,62,1,1996-03-28,61,0,1,1,1,145688,22,41,13,2,5,40.7,8544,1.86,109,1996-11-23,23898.3,11558.89411764706,7504.469565217392
5388,2153,1996-11-28,61560,12,5130,0,31,4,1996-01-07,30,0,1,0,0,51313,34,12,3,1,4,59.2,8930,4.2,108,1996-11-13,20051.1,16171.554545454546,6851.489795918367
6011,4981,1996-11-28,179328,48,3736,0,54,1,1996-01-22,53,0,1,1,1,387570,0,0,0,1,1,100.0,9897,1.96,140,1996-11-17,36074.7,11922.27619047619,6912.67741935484
5591,3021,1996-12-04,155616,48,3242,0,10,1,1996-04-20,9,0,0,1,0,92084,55,29,4,3,5,46.7,10124,0.54,141,1996-12-03,24447.1,9343.175,8931.7
7154,10520,1996-12-05,417600,60,6960,0,55,12,1995-10-24,54,0,1,1,1,157042,49,70,18,0,9,33.9,8743,2.43,111,1996-12-03,58638.6,8001.857142857141,8415.384615384615
7130,10411,1996-12-11,123408,24,5142,0,39,12,1995-11-23,38,0,1,0,1,119895,17,4,3,2,4,89.9,10446,9.4,90,1996-12-09,8357.1,7693.968000000001,4599.8
6818,9030,1996-12-12,155616,48,3242,0,72,1,1995-01-21,71,1,0,0,0,226122,32,50,7,4,4,62.6,8994,4.79,110,1996-12-11,60694.1,6448.582857142858,3830.458823529411
5625,3189,1996-12-15,222180,60,3703,1,29,1,1995-11-29,28,0,1,0,0,45714,52,10,5,1,6,55.6,8843,3.6,113,1996-12-10,59578.8,13417.557142857142,10197.18064516129
6805,8972,1996-12-21,45024,48,938,0,70,1,1996-05-21,69,1,0,0,0,285387,0,2,8,5,7,89.9,10177,7.75,81,1996-12-17,38384.3,8544.929999999998,6974.431578947369
7233,10963,1996-12-25,115812,36,3217,0,16,1,1995-05-20,15,0,0,1,1,93931,74,21,10,1,8,56.9,8427,1.54,107,1996-12-18,41878.1,16554.9862745098,10992.139726027393
7308,11362,1996-12-27,129408,24,5392,0,67,1,1995-10-14,66,1,0,0,0,106054,38,25,6,2,6,63.1,8110,6.55,109,1996-12-10,24199.5,8811.758620689656,2965.9153846153854
